,GameID,Date,Start_EST,H/A,Team,W/L,Overtime,PT_Diff,Wins,GP,PCT,Opponent,Opponent_PCT
442,443.0,2016-12-23,19:30:00,Away,Oklahoma City Thunder,1,0,5.0,18,30,0.6,Boston Celtics,0.567
442,443.0,2016-12-23,19:30:00,Home,Boston Celtics,0,0,-5.0,17,30,0.567,Oklahoma City Thunder,0.6
443,444.0,2016-12-23,19:30:00,Home,Cleveland Cavaliers,1,0,20.0,22,28,0.786,Brooklyn Nets,0.241
443,444.0,2016-12-23,19:30:00,Away,Brooklyn Nets,0,0,-20.0,7,29,0.241,Cleveland Cavaliers,0.786
444,445.0,2016-12-23,19:30:00,Away,Golden State Warriors,1,0,6.0,27,31,0.871,Detroit Pistons,0.438
444,445.0,2016-12-23,19:30:00,Home,Detroit Pistons,0,0,-6.0,14,32,0.438,Golden State Warriors,0.871
445,446.0,2016-12-23,20:00:00,Home,Memphis Grizzlies,1,0,6.0,20,32,0.625,Houston Rockets,0.71
445,446.0,2016-12-23,20:00:00,Away,Houston Rockets,0,0,-6.0,22,31,0.71,Memphis Grizzlies,0.625
446,447.0,2016-12-23,20:00:00,Home,Milwaukee Bucks,1,0,27.0,14,28,0.5,Washington Wizards,0.448
446,447.0,2016-12-23,20:00:00,Away,Washington Wizards,0,0,-27.0,13,29,0.448,Milwaukee Bucks,0.5
447,448.0,2016-12-23,20:00:00,Away,Sacramento Kings,1,0,4.0,13,30,0.433,Minnesota Timberwolves,0.31
447,448.0,2016-12-23,20:00:00,Home,Minnesota Timberwolves,0,0,-4.0,9,29,0.31,Sacramento Kings,0.433
448,449.0,2016-12-23,20:00:00,Home,New Orleans Pelicans,1,0,4.0,11,32,0.344,Miami Heat,0.323
448,449.0,2016-12-23,20:00:00,Away,Miami Heat,0,0,-4.0,10,31,0.323,New Orleans Pelicans,0.344
449,450.0,2016-12-23,21:00:00,Away,Atlanta Hawks,1,0,1.0,15,30,0.5,Denver Nuggets,0.4
449,450.0,2016-12-23,21:00:00,Home,Denver Nuggets,0,0,-1.0,12,30,0.4,Atlanta Hawks,0.5
450,451.0,2016-12-23,21:00:00,Home,Phoenix Suns,1,0,7.0,9,30,0.3,Philadelphia 76ers,0.241
450,451.0,2016-12-23,21:00:00,Away,Philadelphia 76ers,0,0,-7.0,7,29,0.241,Phoenix Suns,0.3
451,452.0,2016-12-23,21:00:00,Away,Toronto Raptors,1,0,6.0,21,29,0.724,Utah Jazz,0.581
451,452.0,2016-12-23,21:00:00,Home,Utah Jazz,0,0,-6.0,18,31,0.581,Toronto Raptors,0.724
452,453.0,2016-12-23,22:00:00,Away,San Antonio Spurs,1,0,20.0,24,30,0.8,Portland Trail Blazers,0.406
452,453.0,2016-12-23,22:00:00,Home,Portland Trail Blazers,0,0,-20.0,13,32,0.406,San Antonio Spurs,0.8
453,454.0,2016-12-23,22:30:00,Away,Dallas Mavericks,1,0,2.0,9,30,0.3,Los Angeles Clippers,0.71
453,454.0,2016-12-23,22:30:00,Home,Los Angeles Clippers,0,0,-2.0,22,31,0.71,Dallas Mavericks,0.3
454,455.0,2016-12-25,12:00:00,Away,Boston Celtics,1,0,5.0,18,31,0.581,New York Knicks,0.533
454,455.0,2016-12-25,12:00:00,Home,New York Knicks,0,0,-5.0,16,30,0.533,Boston Celtics,0.581
455,456.0,2016-12-25,14:30:00,Home,Cleveland Cavaliers,1,0,1.0,23,29,0.793,Golden State Warriors,0.844
455,456.0,2016-12-25,14:30:00,Away,Golden State Warriors,0,0,-1.0,27,32,0.844,Cleveland Cavaliers,0.793
456,457.0,2016-12-25,17:00:00,Home,San Antonio Spurs,1,0,19.0,25,31,0.806,Chicago Bulls,0.467
456,457.0,2016-12-25,17:00:00,Away,Chicago Bulls,0,0,-19.0,14,30,0.467,San Antonio Spurs,0.806
457,458.0,2016-12-25,20:00:00,Home,Oklahoma City Thunder,1,0,12.0,19,31,0.613,Minnesota Timberwolves,0.3
457,458.0,2016-12-25,20:00:00,Away,Minnesota Timberwolves,0,0,-12.0,9,30,0.3,Oklahoma City Thunder,0.613
458,459.0,2016-12-25,22:30:00,Home,Los Angeles Lakers,1,0,9.0,12,34,0.353,Los Angeles Clippers,0.688
458,459.0,2016-12-25,22:30:00,Away,Los Angeles Clippers,0,0,-9.0,22,32,0.688,Los Angeles Lakers,0.353
459,460.0,2016-12-26,19:00:00,Home,Orlando Magic,1,0,10.0,15,33,0.455,Memphis Grizzlies,0.606
459,460.0,2016-12-26,19:00:00,Away,Memphis Grizzlies,0,0,-10.0,20,33,0.606,Orlando Magic,0.455
460,461.0,2016-12-26,19:00:00,Home,Washington Wizards,1,0,5.0,14,30,0.467,Milwaukee Bucks,0.483
460,461.0,2016-12-26,19:00:00,Away,Milwaukee Bucks,0,0,-5.0,14,29,0.483,Washington Wizards,0.467
461,462.0,2016-12-26,19:30:00,Home,Brooklyn Nets,1,0,2.0,8,30,0.267,Charlotte Hornets,0.548
461,462.0,2016-12-26,19:30:00,Away,Charlotte Hornets,0,0,-2.0,17,31,0.548,Brooklyn Nets,0.267
462,463.0,2016-12-26,19:30:00,Home,Detroit Pistons,1,0,16.0,15,33,0.455,Cleveland Cavaliers,0.767
462,463.0,2016-12-26,19:30:00,Away,Cleveland Cavaliers,0,0,-16.0,23,30,0.767,Detroit Pistons,0.455
463,464.0,2016-12-26,20:00:00,Home,Chicago Bulls,1,0,5.0,15,31,0.484,Indiana Pacers,0.469
463,464.0,2016-12-26,20:00:00,Away,Indiana Pacers,0,0,-5.0,15,32,0.469,Chicago Bulls,0.484
464,465.0,2016-12-26,20:00:00,Home,Houston Rockets,1,0,16.0,23,32,0.719,Phoenix Suns,0.29
464,465.0,2016-12-26,20:00:00,Away,Phoenix Suns,0,0,-16.0,9,31,0.29,Houston Rockets,0.719
465,466.0,2016-12-26,20:00:00,Home,Minnesota Timberwolves,1,0,14.0,10,31,0.323,Atlanta Hawks,0.484
465,466.0,2016-12-26,20:00:00,Away,Atlanta Hawks,0,0,-14.0,15,31,0.484,Minnesota Timberwolves,0.323
466,467.0,2016-12-26,20:00:00,Home,New Orleans Pelicans,1,0,7.0,12,33,0.364,Dallas Mavericks,0.29
466,467.0,2016-12-26,20:00:00,Away,Dallas Mavericks,0,0,-7.0,9,31,0.29,New Orleans Pelicans,0.364
467,468.0,2016-12-26,22:00:00,Away,Toronto Raptors,1,0,4.0,22,30,0.733,Portland Trail Blazers,0.394
467,468.0,2016-12-26,22:00:00,Home,Portland Trail Blazers,0,0,-4.0,13,33,0.394,Toronto Raptors,0.733
468,469.0,2016-12-26,22:30:00,Away,Denver Nuggets,1,0,4.0,13,31,0.419,Los Angeles Clippers,0.667
468,469.0,2016-12-26,22:30:00,Home,Los Angeles Clippers,0,0,-4.0,22,33,0.667,Denver Nuggets,0.419
469,470.0,2016-12-26,22:30:00,Home,Sacramento Kings,1,0,2.0,14,31,0.452,Philadelphia 76ers,0.233
469,470.0,2016-12-26,22:30:00,Away,Philadelphia 76ers,0,0,-2.0,7,30,0.233,Sacramento Kings,0.452
470,471.0,2016-12-27,19:30:00,Home,Boston Celtics,1,0,10.0,19,32,0.594,Memphis Grizzlies,0.588
470,471.0,2016-12-27,19:30:00,Away,Memphis Grizzlies,0,0,-10.0,20,34,0.588,Boston Celtics,0.594
471,472.0,2016-12-27,19:30:00,Away,Oklahoma City Thunder,1,0,12.0,20,32,0.625,Miami Heat,0.312
471,472.0,2016-12-27,19:30:00,Home,Miami Heat,0,0,-12.0,10,32,0.312,Oklahoma City Thunder,0.625
472,473.0,2016-12-27,20:30:00,Away,Houston Rockets,1,0,16.0,24,33,0.727,Dallas Mavericks,0.281
472,473.0,2016-12-27,20:30:00,Home,Dallas Mavericks,0,0,-16.0,9,32,0.281,Houston Rockets,0.727
473,474.0,2016-12-27,22:30:00,Away,Utah Jazz,1,0,2.0,19,32,0.594,Los Angeles Lakers,0.343
473,474.0,2016-12-27,22:30:00,Home,Los Angeles Lakers,0,0,-2.0,12,35,0.343,Utah Jazz,0.594
474,475.0,2016-12-28,19:00:00,Away,Charlotte Hornets,1,0,19.0,18,32,0.562,Orlando Magic,0.441
474,475.0,2016-12-28,19:00:00,Home,Orlando Magic,0,0,-19.0,15,34,0.441,Charlotte Hornets,0.562
475,476.0,2016-12-28,19:00:00,Home,Washington Wizards,1,0,6.0,15,31,0.484,Indiana Pacers,0.455
475,476.0,2016-12-28,19:00:00,Away,Indiana Pacers,0,0,-6.0,15,33,0.455,Washington Wizards,0.484
476,477.0,2016-12-28,19:30:00,Home,Atlanta Hawks,1,1,4.0,16,32,0.5,New York Knicks,0.516
476,477.0,2016-12-28,19:30:00,Away,New York Knicks,0,1,-4.0,16,31,0.516,Atlanta Hawks,0.5
477,478.0,2016-12-28,19:30:00,Away,Milwaukee Bucks,1,0,25.0,15,30,0.5,Detroit Pistons,0.441
477,478.0,2016-12-28,19:30:00,Home,Detroit Pistons,0,0,-25.0,15,34,0.441,Milwaukee Bucks,0.5
478,479.0,2016-12-28,20:00:00,Home,Chicago Bulls,1,0,2.0,16,32,0.5,Brooklyn Nets,0.258
478,479.0,2016-12-28,20:00:00,Away,Brooklyn Nets,0,0,-2.0,8,31,0.258,Chicago Bulls,0.5
479,480.0,2016-12-28,20:00:00,Home,New Orleans Pelicans,1,0,4.0,13,34,0.382,Los Angeles Clippers,0.647
479,480.0,2016-12-28,20:00:00,Away,Los Angeles Clippers,0,0,-4.0,22,34,0.647,New Orleans Pelicans,0.382
480,481.0,2016-12-28,20:30:00,Home,San Antonio Spurs,1,0,21.0,26,32,0.812,Phoenix Suns,0.281
480,481.0,2016-12-28,20:30:00,Away,Phoenix Suns,0,0,-21.0,9,32,0.281,San Antonio Spurs,0.812
481,482.0,2016-12-28,21:00:00,Home,Denver Nuggets,1,0,2.0,14,32,0.438,Minnesota Timberwolves,0.312
481,482.0,2016-12-28,21:00:00,Away,Minnesota Timberwolves,0,0,-2.0,10,32,0.312,Denver Nuggets,0.438
482,483.0,2016-12-28,22:00:00,Home,Portland Trail Blazers,1,0,13.0,14,34,0.412,Sacramento Kings,0.438
482,483.0,2016-12-28,22:00:00,Away,Sacramento Kings,0,0,-13.0,14,32,0.438,Portland Trail Blazers,0.412
483,484.0,2016-12-28,22:30:00,Home,Golden State Warriors,1,0,10.0,28,33,0.848,Toronto Raptors,0.71
483,484.0,2016-12-28,22:30:00,Away,Toronto Raptors,0,0,-10.0,22,31,0.71,Golden State Warriors,0.848
484,485.0,2016-12-29,19:00:00,Home,Charlotte Hornets,1,0,9.0,19,33,0.576,Miami Heat,0.303
484,485.0,2016-12-29,19:00:00,Away,Miami Heat,0,0,-9.0,10,33,0.303,Charlotte Hornets,0.576
485,486.0,2016-12-29,20:00:00,Home,Cleveland Cavaliers,1,0,6.0,24,31,0.774,Boston Celtics,0.576
485,486.0,2016-12-29,20:00:00,Away,Boston Celtics,0,0,-6.0,19,33,0.576,Cleveland Cavaliers,0.774
486,487.0,2016-12-29,20:00:00,Home,Memphis Grizzlies,1,0,34.0,21,35,0.6,Oklahoma City Thunder,0.606
486,487.0,2016-12-29,20:00:00,Away,Oklahoma City Thunder,0,0,-34.0,20,33,0.606,Memphis Grizzlies,0.6
487,488.0,2016-12-29,21:00:00,Home,Phoenix Suns,1,0,8.0,10,33,0.303,Toronto Raptors,0.688
487,488.0,2016-12-29,21:00:00,Away,Toronto Raptors,0,0,-8.0,22,32,0.688,Phoenix Suns,0.303
488,489.0,2016-12-29,21:00:00,Home,Utah Jazz,1,0,17.0,20,33,0.606,Philadelphia 76ers,0.226
488,489.0,2016-12-29,21:00:00,Away,Philadelphia 76ers,0,0,-17.0,7,31,0.226,Utah Jazz,0.606
489,490.0,2016-12-29,22:30:00,Away,Dallas Mavericks,1,0,12.0,10,33,0.303,Los Angeles Lakers,0.333
489,490.0,2016-12-29,22:30:00,Home,Los Angeles Lakers,0,0,-12.0,12,36,0.333,Dallas Mavericks,0.303
490,491.0,2016-12-30,16:00:00,Home,Indiana Pacers,1,0,10.0,16,34,0.471,Chicago Bulls,0.485
490,491.0,2016-12-30,16:00:00,Away,Chicago Bulls,0,0,-10.0,16,33,0.485,Indiana Pacers,0.471
491,492.0,2016-12-30,19:00:00,Home,Washington Wizards,1,0,23.0,16,32,0.5,Brooklyn Nets,0.25
491,492.0,2016-12-30,19:00:00,Away,Brooklyn Nets,0,0,-23.0,8,32,0.25,Washington Wizards,0.5
492,493.0,2016-12-30,19:30:00,Home,Boston Celtics,1,0,3.0,20,34,0.588,Miami Heat,0.294
492,493.0,2016-12-30,19:30:00,Away,Miami Heat,0,0,-3.0,10,34,0.294,Boston Celtics,0.588
493,494.0,2016-12-30,20:00:00,Home,Atlanta Hawks,1,0,7.0,17,33,0.515,Detroit Pistons,0.429
493,494.0,2016-12-30,20:00:00,Away,Detroit Pistons,0,0,-7.0,15,35,0.429,Atlanta Hawks,0.515
494,495.0,2016-12-30,20:00:00,Home,Houston Rockets,1,0,24.0,25,34,0.735,Los Angeles Clippers,0.629
494,495.0,2016-12-30,20:00:00,Away,Los Angeles Clippers,0,0,-24.0,22,35,0.629,Houston Rockets,0.735
495,496.0,2016-12-30,20:00:00,Home,Minnesota Timberwolves,1,0,17.0,11,33,0.333,Milwaukee Bucks,0.484
495,496.0,2016-12-30,20:00:00,Away,Milwaukee Bucks,0,0,-17.0,15,31,0.484,Minnesota Timberwolves,0.333
496,497.0,2016-12-30,20:00:00,Home,New Orleans Pelicans,1,0,12.0,14,35,0.4,New York Knicks,0.5
496,497.0,2016-12-30,20:00:00,Away,New York Knicks,0,0,-12.0,16,32,0.5,New Orleans Pelicans,0.4
497,498.0,2016-12-30,20:30:00,Home,San Antonio Spurs,1,0,16.0,27,33,0.818,Portland Trail Blazers,0.4
497,498.0,2016-12-30,20:30:00,Away,Portland Trail Blazers,0,0,-16.0,14,35,0.4,San Antonio Spurs,0.818
498,499.0,2016-12-30,21:00:00,Away,Philadelphia 76ers,1,0,2.0,8,32,0.25,Denver Nuggets,0.424
498,499.0,2016-12-30,21:00:00,Home,Denver Nuggets,0,0,-2.0,14,33,0.424,Philadelphia 76ers,0.25
499,500.0,2016-12-30,22:30:00,Home,Golden State Warriors,1,0,9.0,29,34,0.853,Dallas Mavericks,0.294
499,500.0,2016-12-30,22:30:00,Away,Dallas Mavericks,0,0,-9.0,10,34,0.294,Golden State Warriors,0.853
500,501.0,2016-12-31,17:00:00,Away,Memphis Grizzlies,1,0,14.0,22,36,0.611,Sacramento Kings,0.424
500,501.0,2016-12-31,17:00:00,Home,Sacramento Kings,0,0,-14.0,14,33,0.424,Memphis Grizzlies,0.611
501,502.0,2016-12-31,19:00:00,Away,Milwaukee Bucks,1,0,20.0,16,32,0.5,Chicago Bulls,0.471
501,502.0,2016-12-31,19:00:00,Home,Chicago Bulls,0,0,-20.0,16,34,0.471,Milwaukee Bucks,0.5
502,503.0,2016-12-31,19:00:00,Away,Cleveland Cavaliers,1,0,12.0,25,32,0.781,Charlotte Hornets,0.559
502,503.0,2016-12-31,19:00:00,Home,Charlotte Hornets,0,0,-12.0,19,34,0.559,Cleveland Cavaliers,0.781
503,504.0,2016-12-31,20:00:00,Home,Houston Rockets,1,0,7.0,26,35,0.743,New York Knicks,0.485
503,504.0,2016-12-31,20:00:00,Away,New York Knicks,0,0,-7.0,16,33,0.485,Houston Rockets,0.743
504,505.0,2016-12-31,20:00:00,Home,Oklahoma City Thunder,1,0,26.0,21,34,0.618,Los Angeles Clippers,0.611
504,505.0,2016-12-31,20:00:00,Away,Los Angeles Clippers,0,0,-26.0,22,36,0.611,Oklahoma City Thunder,0.618
505,506.0,2016-12-31,20:00:00,Home,Utah Jazz,1,0,5.0,21,34,0.618,Phoenix Suns,0.294
505,506.0,2016-12-31,20:00:00,Away,Phoenix Suns,0,0,-5.0,10,34,0.294,Utah Jazz,0.618
506,507.0,2017-01-01,18:00:00,Home,Atlanta Hawks,1,1,2.0,18,34,0.529,San Antonio Spurs,0.794
506,507.0,2017-01-01,18:00:00,Away,San Antonio Spurs,0,1,-2.0,27,34,0.794,Atlanta Hawks,0.529
507,508.0,2017-01-01,18:00:00,Home,Indiana Pacers,1,0,13.0,17,35,0.486,Orlando Magic,0.429
507,508.0,2017-01-01,18:00:00,Away,Orlando Magic,0,0,-13.0,15,35,0.429,Indiana Pacers,0.486
508,509.0,2017-01-01,18:00:00,Away,Detroit Pistons,1,0,9.0,16,36,0.444,Miami Heat,0.286
508,509.0,2017-01-01,18:00:00,Home,Miami Heat,0,0,-9.0,10,35,0.286,Detroit Pistons,0.444
509,510.0,2017-01-01,19:00:00,Away,Portland Trail Blazers,1,0,6.0,15,36,0.417,Minnesota Timberwolves,0.324
509,510.0,2017-01-01,19:00:00,Home,Minnesota Timberwolves,0,0,-6.0,11,34,0.324,Portland Trail Blazers,0.417
510,511.0,2017-01-01,21:30:00,Away,Toronto Raptors,1,0,9.0,23,33,0.697,Los Angeles Lakers,0.324
510,511.0,2017-01-01,21:30:00,Home,Los Angeles Lakers,0,0,-9.0,12,37,0.324,Toronto Raptors,0.697
511,512.0,2017-01-02,19:00:00,Home,Cleveland Cavaliers,1,0,8.0,26,33,0.788,New Orleans Pelicans,0.389
511,512.0,2017-01-02,19:00:00,Away,New Orleans Pelicans,0,0,-8.0,14,36,0.389,Cleveland Cavaliers,0.788
512,513.0,2017-01-02,19:00:00,Home,Milwaukee Bucks,1,0,4.0,17,33,0.515,Oklahoma City Thunder,0.6
512,513.0,2017-01-02,19:00:00,Away,Oklahoma City Thunder,0,0,-4.0,21,35,0.6,Milwaukee Bucks,0.515
513,514.0,2017-01-02,19:30:00,Away,Utah Jazz,1,0,12.0,22,35,0.629,Brooklyn Nets,0.242
513,514.0,2017-01-02,19:30:00,Home,Brooklyn Nets,0,0,-12.0,8,33,0.242,Utah Jazz,0.629
514,515.0,2017-01-02,19:30:00,Away,Orlando Magic,1,0,12.0,16,36,0.444,New York Knicks,0.471
514,515.0,2017-01-02,19:30:00,Home,New York Knicks,0,0,-12.0,16,34,0.471,Orlando Magic,0.444
515,516.0,2017-01-02,20:00:00,Home,Chicago Bulls,1,0,7.0,17,35,0.486,Charlotte Hornets,0.543
515,516.0,2017-01-02,20:00:00,Away,Charlotte Hornets,0,0,-7.0,19,35,0.543,Chicago Bulls,0.486
516,517.0,2017-01-02,20:00:00,Home,Houston Rockets,1,0,10.0,27,36,0.75,Washington Wizards,0.485
516,517.0,2017-01-02,20:00:00,Away,Washington Wizards,0,0,-10.0,16,33,0.485,Houston Rockets,0.75
517,518.0,2017-01-02,22:30:00,Home,Golden State Warriors,1,0,8.0,30,35,0.857,Denver Nuggets,0.412
517,518.0,2017-01-02,22:30:00,Away,Denver Nuggets,0,0,-8.0,14,34,0.412,Golden State Warriors,0.857
518,519.0,2017-01-02,22:30:00,Home,Los Angeles Clippers,1,0,11.0,23,37,0.622,Phoenix Suns,0.286
518,519.0,2017-01-02,22:30:00,Away,Phoenix Suns,0,0,-11.0,10,35,0.286,Los Angeles Clippers,0.622
519,520.0,2017-01-03,19:00:00,Home,Philadelphia 76ers,1,0,2.0,9,33,0.273,Minnesota Timberwolves,0.314
519,520.0,2017-01-03,19:00:00,Away,Minnesota Timberwolves,0,0,-2.0,11,35,0.314,Philadelphia 76ers,0.273
520,521.0,2017-01-03,19:30:00,Home,Boston Celtics,1,0,11.0,21,35,0.6,Utah Jazz,0.611
520,521.0,2017-01-03,19:30:00,Away,Utah Jazz,0,0,-11.0,22,36,0.611,Boston Celtics,0.6
521,522.0,2017-01-03,19:30:00,Away,Indiana Pacers,1,0,5.0,18,36,0.5,Detroit Pistons,0.432
521,522.0,2017-01-03,19:30:00,Home,Detroit Pistons,0,0,-5.0,16,37,0.432,Indiana Pacers,0.5
522,523.0,2017-01-03,20:30:00,Home,Dallas Mavericks,1,0,8.0,11,35,0.314,Washington Wizards,0.471
522,523.0,2017-01-03,20:30:00,Away,Washington Wizards,0,0,-8.0,16,34,0.471,Dallas Mavericks,0.314
523,524.0,2017-01-03,20:30:00,Home,San Antonio Spurs,1,0,28.0,28,35,0.8,Toronto Raptors,0.676
523,524.0,2017-01-03,20:30:00,Away,Toronto Raptors,0,0,-28.0,23,34,0.676,San Antonio Spurs,0.8
524,525.0,2017-01-03,21:00:00,Away,Sacramento Kings,1,0,7.0,15,34,0.441,Denver Nuggets,0.4
524,525.0,2017-01-03,21:00:00,Home,Denver Nuggets,0,0,-7.0,14,35,0.4,Sacramento Kings,0.441
525,526.0,2017-01-03,21:00:00,Home,Phoenix Suns,1,0,9.0,11,36,0.306,Miami Heat,0.278
525,526.0,2017-01-03,21:00:00,Away,Miami Heat,0,0,-9.0,10,36,0.278,Phoenix Suns,0.306
526,527.0,2017-01-03,22:30:00,Home,Los Angeles Lakers,1,0,14.0,13,38,0.342,Memphis Grizzlies,0.595
526,527.0,2017-01-03,22:30:00,Away,Memphis Grizzlies,0,0,-14.0,22,37,0.595,Los Angeles Lakers,0.342
527,528.0,2017-01-04,19:00:00,Home,Charlotte Hornets,1,0,11.0,20,36,0.556,Oklahoma City Thunder,0.583
527,528.0,2017-01-04,19:00:00,Away,Oklahoma City Thunder,0,0,-11.0,21,36,0.583,Charlotte Hornets,0.556
528,529.0,2017-01-04,19:00:00,Away,Atlanta Hawks,1,0,19.0,19,35,0.543,Orlando Magic,0.432
528,529.0,2017-01-04,19:00:00,Home,Orlando Magic,0,0,-19.0,16,37,0.432,Atlanta Hawks,0.543
529,530.0,2017-01-04,19:30:00,Away,Milwaukee Bucks,1,0,1.0,18,34,0.529,New York Knicks,0.457
529,530.0,2017-01-04,19:30:00,Home,New York Knicks,0,0,-1.0,16,35,0.457,Milwaukee Bucks,0.529
530,531.0,2017-01-04,20:00:00,Away,Chicago Bulls,1,0,12.0,18,36,0.5,Cleveland Cavaliers,0.765
530,531.0,2017-01-04,20:00:00,Home,Cleveland Cavaliers,0,0,-12.0,26,34,0.765,Chicago Bulls,0.5
531,532.0,2017-01-04,22:30:00,Home,Golden State Warriors,1,0,8.0,31,36,0.861,Portland Trail Blazers,0.405
531,532.0,2017-01-04,22:30:00,Away,Portland Trail Blazers,0,0,-8.0,15,37,0.405,Golden State Warriors,0.861
532,533.0,2017-01-04,22:30:00,Home,Los Angeles Clippers,1,0,9.0,24,38,0.632,Memphis Grizzlies,0.579
532,533.0,2017-01-04,22:30:00,Away,Memphis Grizzlies,0,0,-9.0,22,38,0.579,Los Angeles Clippers,0.632
533,534.0,2017-01-04,22:30:00,Away,Miami Heat,1,0,5.0,11,37,0.297,Sacramento Kings,0.429
533,534.0,2017-01-04,22:30:00,Home,Sacramento Kings,0,0,-5.0,15,35,0.429,Miami Heat,0.297
534,535.0,2017-01-05,19:00:00,Home,Indiana Pacers,1,0,12.0,19,37,0.514,Brooklyn Nets,0.235
534,535.0,2017-01-05,19:00:00,Away,Brooklyn Nets,0,0,-12.0,8,34,0.235,Indiana Pacers,0.514
535,536.0,2017-01-05,19:30:00,Home,Detroit Pistons,1,0,1.0,17,38,0.447,Charlotte Hornets,0.541
535,536.0,2017-01-05,19:30:00,Away,Charlotte Hornets,0,0,-1.0,20,37,0.541,Detroit Pistons,0.447
536,537.0,2017-01-05,19:30:00,Home,Toronto Raptors,1,0,8.0,24,35,0.686,Utah Jazz,0.595
536,537.0,2017-01-05,19:30:00,Away,Utah Jazz,0,0,-8.0,22,37,0.595,Toronto Raptors,0.686
537,538.0,2017-01-05,20:00:00,Home,Houston Rockets,1,0,2.0,28,37,0.757,Oklahoma City Thunder,0.568
537,538.0,2017-01-05,20:00:00,Away,Oklahoma City Thunder,0,0,-2.0,21,37,0.568,Houston Rockets,0.757
538,539.0,2017-01-05,20:00:00,Away,Atlanta Hawks,1,0,5.0,20,36,0.556,New Orleans Pelicans,0.378
538,539.0,2017-01-05,20:00:00,Home,New Orleans Pelicans,0,0,-5.0,14,37,0.378,Atlanta Hawks,0.556
539,540.0,2017-01-05,20:30:00,Away,Phoenix Suns,1,0,7.0,12,37,0.324,Dallas Mavericks,0.306
539,540.0,2017-01-05,20:30:00,Home,Dallas Mavericks,0,0,-7.0,11,36,0.306,Phoenix Suns,0.324
540,541.0,2017-01-05,21:00:00,Away,San Antonio Spurs,1,0,28.0,29,36,0.806,Denver Nuggets,0.389
540,541.0,2017-01-05,21:00:00,Home,Denver Nuggets,0,0,-28.0,14,36,0.389,San Antonio Spurs,0.806
541,542.0,2017-01-05,22:30:00,Home,Portland Trail Blazers,1,0,9.0,16,38,0.421,Los Angeles Lakers,0.333
541,542.0,2017-01-05,22:30:00,Away,Los Angeles Lakers,0,0,-9.0,13,39,0.333,Portland Trail Blazers,0.421
542,543.0,2017-01-06,19:00:00,Away,Houston Rockets,1,0,7.0,29,38,0.763,Orlando Magic,0.421
542,543.0,2017-01-06,19:00:00,Home,Orlando Magic,0,0,-7.0,16,38,0.421,Houston Rockets,0.763
543,544.0,2017-01-06,19:00:00,Home,Washington Wizards,1,0,7.0,17,35,0.486,Minnesota Timberwolves,0.306
543,544.0,2017-01-06,19:00:00,Away,Minnesota Timberwolves,0,0,-7.0,11,36,0.306,Washington Wizards,0.486
544,545.0,2017-01-06,19:30:00,Home,Boston Celtics,1,0,4.0,22,36,0.611,Philadelphia 76ers,0.265
544,545.0,2017-01-06,19:30:00,Away,Philadelphia 76ers,0,0,-4.0,9,34,0.265,Boston Celtics,0.611
545,546.0,2017-01-06,19:30:00,Away,Cleveland Cavaliers,1,0,8.0,27,35,0.771,Brooklyn Nets,0.229
545,546.0,2017-01-06,19:30:00,Home,Brooklyn Nets,0,0,-8.0,8,35,0.229,Cleveland Cavaliers,0.771
546,547.0,2017-01-06,20:00:00,Away,New York Knicks,1,0,5.0,17,36,0.472,Milwaukee Bucks,0.514
546,547.0,2017-01-06,20:00:00,Home,Milwaukee Bucks,0,0,-5.0,18,35,0.514,New York Knicks,0.472
547,548.0,2017-01-06,22:30:00,Away,Memphis Grizzlies,1,1,9.0,23,39,0.59,Golden State Warriors,0.838
547,548.0,2017-01-06,22:30:00,Home,Golden State Warriors,0,1,-9.0,31,37,0.838,Memphis Grizzlies,0.59
548,549.0,2017-01-06,22:30:00,Home,Los Angeles Lakers,1,0,27.0,14,40,0.35,Miami Heat,0.289
548,549.0,2017-01-06,22:30:00,Away,Miami Heat,0,0,-27.0,11,38,0.289,Los Angeles Lakers,0.35
549,550.0,2017-01-06,22:30:00,Away,Los Angeles Clippers,1,0,8.0,25,39,0.641,Sacramento Kings,0.417
549,550.0,2017-01-06,22:30:00,Home,Sacramento Kings,0,0,-8.0,15,36,0.417,Los Angeles Clippers,0.641
550,551.0,2017-01-07,19:00:00,Home,Indiana Pacers,1,0,14.0,20,38,0.526,New York Knicks,0.459
550,551.0,2017-01-07,19:00:00,Away,New York Knicks,0,0,-14.0,17,37,0.459,Indiana Pacers,0.526
551,552.0,2017-01-07,19:30:00,Home,Boston Celtics,1,0,9.0,23,37,0.622,New Orleans Pelicans,0.368
551,552.0,2017-01-07,19:30:00,Away,New Orleans Pelicans,0,0,-9.0,14,38,0.368,Boston Celtics,0.622
552,553.0,2017-01-07,20:00:00,Home,Chicago Bulls,1,1,5.0,19,37,0.514,Toronto Raptors,0.667
552,553.0,2017-01-07,20:00:00,Away,Toronto Raptors,0,1,-5.0,24,36,0.667,Chicago Bulls,0.514
553,554.0,2017-01-07,20:00:00,Away,Utah Jazz,1,0,2.0,23,38,0.605,Minnesota Timberwolves,0.297
553,554.0,2017-01-07,20:00:00,Home,Minnesota Timberwolves,0,0,-2.0,11,37,0.297,Utah Jazz,0.605
554,555.0,2017-01-07,20:00:00,Home,Oklahoma City Thunder,1,0,15.0,22,38,0.579,Denver Nuggets,0.378
